status,card_present_flag,txn_description,merchant_id,balance,date,gender,age,merchant_suburb,merchant_state,transaction_date_time,amount,customer_id,movement,customer_longitude,customer_latitude,merchant_longitude,merchant_latitude
authorized,1,POS,36fa6b5e-0d62-49f6-a02d-66cefe7f0301,5267.36,2018-08-28,M,31,Homebush,NSW,2018-08-28 14:39:07+00:00,141.98,CUS-2083971310,debit,151.11,-33.99,151.08,-33.86
authorized,1,POS,736423ea-fa57-4f17-a0c9-3df15d9e158f,3569.58,2018-08-28,F,21,Palmerston City,NT,2018-08-28 14:53:37+00:00,8.17,CUS-325142416,debit,130.84,-12.45,130.99,-12.48
posted,0,PAYMENT,,3172.12,2018-08-28,F,25,,,2018-08-28 15:00:00+00:00,32.0,CUS-1669695324,debit,115.74,-31.72,,
authorized,0,POS,700e9984-c27e-4277-9b21-db2ba02e64fb,3155.31,2018-08-28,M,31,Rose Bay North,NSW,2018-08-28 15:05:39+00:00,28.63,CUS-3129499595,debit,150.92,-33.77,151.28,-33.87
authorized,1,SALES-POS,cdd4ca72-31ed-42a0-b33f-217e138d30aa,60727.17,2018-08-28,M,33,Melbourne,VIC,2018-08-28 15:25:51+00:00,11.87,CUS-3117610635,debit,145.13,-37.70,144.97,-37.81
authorized,1,SALES-POS,ec501dcc-798e-48dd-b932-ca0fca72f92e,2913.07,2018-08-28,M,22,Glen Waverley,VIC,2018-08-28 15:35:57+00:00,21.42,CUS-1617121891,debit,255.00,-573.00,145.17,-37.88
authorized,1,SALES-POS,c4e46e6b-75d5-4ccc-9b36-cc8e8375f08e,3554.52,2018-08-28,F,21,Bakewell,NT,2018-08-28 15:46:03+00:00,15.06,CUS-325142416,debit,130.84,-12.45,130.99,-12.5
authorized,0,SALES-POS,9dae3fdb-7610-4919-bf87-dce490d6f123,4400.72,2018-08-28,M,27,Caroline Springs,VIC,2018-08-28 15:56:09+00:00,14.14,CUS-3180318393,debit,144.71,-37.58,144.75,-37.73
posted,0,PAY/SALARY,,2099.14,2018-08-28,F,53,,,2018-08-28 16:00:00+00:00,970.47,CUS-1005756958,credit,153.03,-27.51,,
posted,0,PAYMENT,,5469.03,2018-08-28,M,25,,,2018-08-28 16:00:00+00:00,46.0,CUS-3989008654,debit,115.79,-31.94,,
authorized,0,SALES-POS,368aab5c-85e7-42b3-8610-de85628a74ed,6927.24,2018-08-28,M,18,Yamba,NSW,2018-08-28 16:14:05+00:00,6.17,CUS-3336454548,debit,153.41,-28.01,153.36,-29.44
authorized,1,POS,db000dad-7f99-4115-9149-de40200f0edc,3111.84,2018-08-28,M,31,Green Valley,NSW,2018-08-28 16:36:49+00:00,43.47,CUS-3129499595,debit,150.92,-33.77,150.88,-33.9
authorized,1,POS,614e9f14-156f-47d5-8d89-704d21cefea9,19582.29,2018-08-28,F,38,Bulleen,VIC,2018-08-28 16:59:32+00:00,18.09,CUS-2206365095,debit,144.89,-37.81,145.09,-37.77
posted,0,PAYMENT,,1971.14,2018-08-28,F,53,,,2018-08-28 17:00:00+00:00,128.0,CUS-1005756958,debit,153.03,-27.51,,
posted,0,PAYMENT,,6615.78,2018-08-28,M,52,,,2018-08-28 17:00:00+00:00,93.0,CUS-134833760,debit,116.02,-31.87,,
posted,0,PAYMENT,,5923.68,2018-08-28,M,44,,,2018-08-28 17:00:00+00:00,27.0,CUS-1892177589,debit,144.79,-37.73,,
posted,0,PAY/SALARY,,2279.63,2018-08-28,M,38,,,2018-08-28 17:00:00+00:00,1002.13,CUS-2142601169,credit,151.23,-33.94,,
posted,0,PAY/SALARY,,21123.41,2018-08-28,F,38,,,2018-08-28 17:00:00+00:00,1541.12,CUS-2206365095,credit,144.89,-37.81,,
posted,0,PAY/SALARY,,2574.74,2018-08-28,M,20,,,2018-08-28 17:00:00+00:00,1099.7,CUS-3325710106,credit,145.04,-37.92,,
posted,0,PAY/SALARY,,4072.15,2018-08-28,F,47,,,2018-08-28 17:00:00+00:00,1272.47,CUS-3716701010,credit,115.72,-32.28,,
posted,0,INTER BANK,,2958.07,2018-08-28,M,42,,,2018-08-28 17:00:00+00:00,20.0,CUS-3904958894,debit,150.90,-33.78,,
posted,0,PAY/SALARY,,3019.32,2018-08-28,M,23,,,2018-08-28 17:00:00+00:00,982.71,CUS-511326734,credit,150.90,-34.37,,
authorized,1,SALES-POS,e0304e19-67ed-4182-aeef-c0cee26d4d5c,2953.87,2018-08-28,F,40,Newstead,QLD,2018-08-28 17:19:35+00:00,24.01,CUS-1614226872,debit,153.10,-27.66,153.04,-27.45
authorized,1,SALES-POS,7c8cee26-cfe7-4b60-be11-ec5a69a5aea3,2486.64,2018-08-28,F,24,Bentleigh,VIC,2018-08-28 17:39:35+00:00,13.42,CUS-3378712515,debit,145.45,-37.74,145.04,-37.92
authorized,1,POS,bdf4377a-77a8-4634-ae40-db1fd8128577,2905.3,2018-08-28,M,22,Enmore,NSW,2018-08-28 17:59:35+00:00,7.77,CUS-1617121891,debit,255.00,-573.00,151.17,-33.9
posted,0,PAYMENT,,17695.18,2018-08-28,F,46,,,2018-08-28 18:00:00+00:00,45.0,CUS-1499065773,debit,151.09,-33.91,,
posted,0,INTER BANK,,34712.29,2018-08-28,M,38,,,2018-08-28 18:00:00+00:00,29.0,CUS-3249305314,debit,151.27,-33.90,,
posted,0,PAYMENT,,193426.0,2018-08-28,F,40,,,2018-08-28 18:00:00+00:00,29.0,CUS-527400765,debit,143.83,-37.66,,
authorized,1,POS,472848b8-fd24-4349-9557-aa41055136bf,3991.98,2018-08-28,F,20,Eastwood,NSW,2018-08-28 18:32:39+00:00,21.67,CUS-164374203,debit,150.68,-33.79,151.08,-33.79
authorized,1,SALES-POS,e91acea1-8221-4492-9f2a-d4a75fe2bb61,4009.82,2018-08-28,F,20,Innaloo,WA,2018-08-28 19:03:27+00:00,17.88,CUS-127297539,debit,115.79,-31.79,115.8,-31.9
authorized,0,POS,1b946c71-30b4-4644-92da-bd0d92bf2909,9421.6,2018-08-28,M,35,Narrogin,WA,2018-08-28 19:22:41+00:00,101.43,CUS-1896554896,debit,151.68,-32.98,117.18,-32.94
authorized,1,POS,77e29db9-c34c-4dc9-9948-074140255ddb,5224.75,2018-08-28,F,34,Kingswood,NSW,2018-08-28 19:41:55+00:00,432.92,CUS-1147642491,debit,151.04,-33.77,150.72,-33.76
posted,0,PAYMENT,,6595.78,2018-08-28,M,52,,,2018-08-28 20:00:00+00:00,20.0,CUS-134833760,debit,116.02,-31.87,,
posted,0,PAYMENT,,7638.22,2018-08-28,M,39,,,2018-08-28 20:00:00+00:00,34.0,CUS-1790886359,debit,145.17,-37.84,,
posted,0,INTER BANK,,2492.08,2018-08-28,F,18,,,2018-08-28 20:00:00+00:00,154.0,CUS-1842679196,debit,138.61,-34.89,,
posted,0,PAYMENT,,9288.6,2018-08-28,M,35,,,2018-08-28 20:00:00+00:00,133.0,CUS-1896554896,debit,151.68,-32.98,,
posted,0,PAYMENT,,6619.74,2018-08-28,F,40,,,2018-08-28 20:00:00+00:00,92.0,CUS-2505971401,debit,138.58,-34.96,,
authorized,1,SALES-POS,10f3a3be-4aae-4d79-84e5-ca7ef05fe3ae,6550.99,2018-08-28,M,19,Hillarys,WA,2018-08-28 20:01:29+00:00,7.93,CUS-443776336,debit,115.98,-32.07,115.75,-31.8
authorized,1,SALES-POS,f6cb6b79-8707-4c6d-a6bc-2b2012de5aed,2857.48,2018-08-28,M,22,Pyrmont,NSW,2018-08-28 20:26:29+00:00,47.82,CUS-1617121891,debit,255.00,-573.00,151.19,-33.87
authorized,1,SALES-POS,15539947-66a5-4409-be59-f8d3a0aeeb71,3985.28,2018-08-28,F,20,Forestville,NSW,2018-08-28 20:51:29+00:00,6.7,CUS-164374203,debit,150.68,-33.79,151.22,-33.76
posted,0,PAYMENT,,7276.77,2018-08-28,F,19,,,2018-08-28 21:00:00+00:00,153.0,CUS-3174332735,debit,144.66,-37.91,,
posted,0,PAYMENT,,4329.72,2018-08-28,M,27,,,2018-08-28 21:00:00+00:00,71.0,CUS-3180318393,debit,144.71,-37.58,,
authorized,1,POS,85188383-2318-413d-951b-631ba18d3ab8,1321.33,2018-08-28,F,26,Broadbeach,QLD,2018-08-28 21:14:39+00:00,6.76,CUS-2487424745,debit,153.41,-27.95,153.43,-28.03
authorized,0,SALES-POS,c174574a-035e-45ac-a012-734bb797bd07,8023.89,2018-08-28,M,21,Northbridge,WA,2018-08-28 21:36:53+00:00,10.43,CUS-1117979751,debit,115.81,-31.82,115.86,-31.95
authorized,1,POS,b4c27693-1e47-4b0c-b8ec-f2e142f578a2,2481.13,2018-08-28,F,18,Fyshwick,ACT,2018-08-28 21:59:06+00:00,10.95,CUS-1842679196,debit,138.61,-34.89,149.16,-35.32
authorized,1,SALES-POS,552b4220-1a02-4608-9e48-4b81003fb6e8,4050.76,2018-08-28,F,47,York,WA,2018-08-28 22:34:17+00:00,21.39,CUS-3716701010,debit,115.72,-32.28,116.77,-31.89
posted,0,PAYMENT,,2817.48,2018-08-28,M,22,,,2018-08-28 23:00:00+00:00,40.0,CUS-1617121891,debit,255.00,-573.00,,
posted,0,PAYMENT,,193245.0,2018-08-28,F,40,,,2018-08-28 23:00:00+00:00,181.0,CUS-527400765,debit,143.83,-37.66,,
posted,0,PAYMENT,,193084.0,2018-08-28,F,40,,,2018-08-28 23:00:00+00:00,161.0,CUS-527400765,debit,143.83,-37.66,,
authorized,1,POS,57de149c-95cb-4fc4-89b1-c64249e6aee1,3219.39,2018-08-28,F,18,South Melbourne,VIC,2018-08-28 23:06:13+00:00,25.18,CUS-586638664,debit,150.79,-33.64,144.96,-37.83
authorized,0,SALES-POS,c53fdadc-08f2-4241-b655-00c1f31c4917,60703.71,2018-08-28,M,33,Melbourne,VIC,2018-08-28 23:28:26+00:00,23.46,CUS-3117610635,debit,145.13,-37.70,144.96,-37.81
authorized,0,POS,bd534126-c967-4847-a0ec-97ee74e93f74,4922.84,2018-08-28,F,34,Wentworthville,NSW,2018-08-28 23:50:39+00:00,301.91,CUS-1147642491,debit,151.04,-33.77,150.97,-33.81
authorized,1,SALES-POS,a254b32f-cf0d-476f-bce8-c579a623add7,9268.73,2018-08-29,M,35,Cardiff,NSW,2018-08-29 00:30:31+00:00,19.87,CUS-1896554896,debit,151.68,-32.98,151.66,-32.94
authorized,1,SALES-POS,4f26fd31-c711-4f76-8e98-3edee26af677,6920.62,2018-08-29,M,18,Robina,QLD,2018-08-29 01:09:59+00:00,6.62,CUS-3336454548,debit,153.41,-28.01,153.39,-28.08
authorized,0,SALES-POS,441fb5fc-693f-4898-a0e9-ac8ea1bbfbd4,5007.26,2018-08-29,F,34,Darwin City,NT,2018-08-29 01:55:27+00:00,195.03,CUS-4142663097,debit,130.90,-12.37,130.78,-12.39
authorized,1,POS,f5446956-20a9-4c2f-8df8-3d93ce458ccf,2861.78,2018-08-29,F,27,Ceduna,SA,2018-08-29 04:02:34+00:00,34.48,CUS-3026014945,debit,116.06,-32.00,133.67,-32.13
authorized,0,POS,9c7a33fe-c1e9-48cd-b740-26325adc0457,2736.02,2018-08-29,M,22,Sydney,NSW,2018-08-29 04:34:50+00:00,81.46,CUS-1617121891,debit,255.00,-573.00,151.21,-33.87
authorized,1,SALES-POS,8a2c577e-6d84-41ee-ba72-5148ad656792,1300.13,2018-08-29,F,26,Brisbane City,QLD,2018-08-29 05:54:59+00:00,21.2,CUS-2487424745,debit,153.41,-27.95,153.02,-27.47
posted,0,INTER BANK,,7104.16,2018-08-29,M,40,,,2018-08-29 06:00:00+00:00,21.0,CUS-2031327464,debit,151.23,-33.96,,
posted,0,PAYMENT,,8830.47,2018-08-29,M,19,,,2018-08-29 06:00:00+00:00,27.0,CUS-2317998716,debit,146.94,-36.04,,
posted,0,PAYMENT,,2071.98,2018-08-29,F,43,,,2018-08-29 06:00:00+00:00,29.0,CUS-4123612273,debit,144.95,-37.76,,
posted,0,INTER BANK,,9126.79,2018-08-29,M,23,,,2018-08-29 07:00:00+00:00,25.0,CUS-1462656821,debit,151.27,-33.76,,
posted,0,INTER BANK,,8558.44,2018-08-29,M,43,,,2018-08-29 07:00:00+00:00,39.0,CUS-3142625864,debit,145.16,-37.84,,
authorized,1,POS,999bebd6-9b43-4a85-b17b-85c68b7042e5,7983.69,2018-08-29,M,21,Northbridge,WA,2018-08-29 07:15:49+00:00,40.2,CUS-1117979751,debit,115.81,-31.82,115.86,-31.95
authorized,0,SALES-POS,b66afd3f-6bcb-4ac0-adfc-2689bc96bb4e,2441.08,2018-08-29,F,24,Footscray,VIC,2018-08-29 07:57:29+00:00,45.56,CUS-3378712515,debit,145.45,-37.74,144.89,-37.79
posted,0,INTER BANK,,262088.86,2018-08-29,M,46,,,2018-08-29 08:00:00+00:00,22.0,CUS-2370108457,debit,144.99,-37.90,,
posted,0,PAYMENT,,5165.38,2018-08-29,F,26,,,2018-08-29 08:00:00+00:00,55.0,CUS-2630892467,debit,149.03,-34.97,,
posted,0,PAYMENT,,3992.76,2018-08-29,F,47,,,2018-08-29 08:00:00+00:00,58.0,CUS-3716701010,debit,115.72,-32.28,,
authorized,1,POS,c50f2e29-5fb5-4ac5-a2ea-1ae575443069,4895.97,2018-08-29,F,34,Haymarket,NSW,2018-08-29 08:11:11+00:00,111.29,CUS-4142663097,debit,130.90,-12.37,151.21,-33.88
authorized,1,SALES-POS,b248adfc-cf4e-4985-bc4e-d6cde93d8a14,1298.54,2018-08-29,F,26,Box Hill South,VIC,2018-08-29 08:23:05+00:00,1.59,CUS-2487424745,debit,153.41,-27.95,145.13,-37.84
authorized,1,SALES-POS,54ebf871-2553-4bb2-8542-cde92fc2b8d0,3372.37,2018-08-29,F,26,Chatswood,NSW,2018-08-29 08:34:59+00:00,42.5,CUS-331942311,debit,151.27,-33.85,151.18,-33.8
authorized,1,SALES-POS,648492a5-bfe0-4fd2-ae9b-07b8fe742e3c,4863.11,2018-08-29,F,34,Fairfield Heights,NSW,2018-08-29 08:46:54+00:00,59.73,CUS-1147642491,debit,151.04,-33.77,150.94,-33.86
authorized,1,POS,ca7a3fbc-ceac-4a05-8904-9d5b05d643aa,3989.26,2018-08-29,F,20,Darch,WA,2018-08-29 08:58:48+00:00,20.56,CUS-127297539,debit,115.79,-31.79,115.84,-31.8
posted,0,INTER BANK,,7569.76,2018-08-29,F,39,,,2018-08-29 09:00:00+00:00,25.0,CUS-2376382098,debit,151.04,-33.80,,
posted,0,PAYMENT,,3075.84,2018-08-29,M,31,,,2018-08-29 09:00:00+00:00,36.0,CUS-3129499595,debit,150.92,-33.77,,
authorized,0,SALES-POS,b952dc05-e859-4ade-b09f-1a138db6d88b,2916.5,2018-08-29,F,41,Strathmore,VIC,2018-08-29 09:03:59+00:00,65.71,CUS-2348881191,debit,144.93,-37.79,144.9,-37.73
authorized,1,POS,ddf112bb-15d5-4c0f-a0c5-5aa73fcd7ac7,6902.39,2018-08-29,M,18,Clear Island Waters,QLD,2018-08-29 09:08:26+00:00,18.23,CUS-3336454548,debit,153.41,-28.01,153.39,-28.03
authorized,1,POS,36db97dd-4053-4fa2-8a4e-b2641cc236f6,2852.85,2018-08-29,F,27,Churchlands,WA,2018-08-29 09:12:53+00:00,8.93,CUS-3026014945,debit,116.06,-32.00,115.8,-31.93
authorized,1,POS,15f959c2-f0c5-4ed1-afcd-9a7aa54d423b,2472.78,2018-08-29,F,18,Modbury,SA,2018-08-29 09:17:19+00:00,8.35,CUS-1842679196,debit,138.61,-34.89,138.69,-34.83
authorized,1,SALES-POS,57246be2-5a4d-4fbc-ad7c-eb826d12e430,5087.13,2018-08-29,F,19,Melton West,VIC,2018-08-29 09:21:46+00:00,9.78,CUS-1928710999,debit,145.15,-37.76,144.57,-37.69
authorized,0,SALES-POS,4ebc232a-cd11-42f7-88c5-3ac36610bcdc,1291.45,2018-08-29,F,26,Saint George,QLD,2018-08-29 09:26:13+00:00,7.09,CUS-2487424745,debit,153.41,-27.95,148.59,-28.04
authorized,1,POS,64f5d0e8-21a6-4430-807c-2f116a06f85c,3000.29,2018-08-29,M,23,Yagoona,NSW,2018-08-29 09:30:39+00:00,19.03,CUS-511326734,debit,150.90,-34.37,151.03,-33.91
authorized,1,SALES-POS,da686f15-cfd8-461d-a2d2-9472254150bb,1280.75,2018-08-29,F,26,Broadbeach,QLD,2018-08-29 09:35:06+00:00,10.7,CUS-2487424745,debit,153.41,-27.95,153.43,-28.03
authorized,1,SALES-POS,0bee35e7-b6d4-44ea-a9d7-c025acdc3d0e,3971.12,2018-08-29,F,20,Sorrento,WA,2018-08-29 09:39:33+00:00,18.14,CUS-127297539,debit,115.79,-31.79,115.76,-31.82
authorized,1,POS,8bee9f57-4517-4f80-b7ee-c161f33421e2,5906.28,2018-08-29,M,44,Preston,VIC,2018-08-29 09:43:59+00:00,17.4,CUS-1892177589,debit,144.79,-37.73,145,-37.74
authorized,0,SALES-POS,430c23a4-b449-4225-8c79-d7f274810e6e,1268.06,2018-08-29,F,26,Arundel,QLD,2018-08-29 09:48:26+00:00,12.69,CUS-2487424745,debit,153.41,-27.95,153.38,-27.93
authorized,1,POS,e6b73afb-c2d4-498d-83d7-f7dc648ef2ac,3974.32,2018-08-29,F,20,Rosehill,NSW,2018-08-29 09:52:53+00:00,10.96,CUS-164374203,debit,150.68,-33.79,151.02,-33.83
authorized,1,SALES-POS,30d360f5-0df8-4949-997a-9ee51f7b9613,7707.46,2018-08-29,M,29,Somerville,WA,2018-08-29 09:57:19+00:00,8.86,CUS-261674136,debit,121.48,-30.75,121.46,-30.76
posted,0,PAYMENT,,2921.87,2018-08-29,F,40,,,2018-08-29 10:00:00+00:00,32.0,CUS-1614226872,debit,153.10,-27.66,,
posted,0,INTER BANK,,3922.93,2018-08-29,F,20,,,2018-08-29 10:00:00+00:00,39.0,CUS-164374203,debit,150.68,-33.79,,
posted,0,PAYMENT,,3991.69,2018-08-29,M,22,,,2018-08-29 10:00:00+00:00,34.0,CUS-2283904812,debit,145.03,-37.88,,
posted,0,PAYMENT,,4300.72,2018-08-29,M,27,,,2018-08-29 10:00:00+00:00,29.0,CUS-3180318393,debit,144.71,-37.58,,
posted,0,PAYMENT,,2354.03,2018-08-29,M,21,,,2018-08-29 10:00:00+00:00,30.0,CUS-537508723,debit,147.08,-37.97,,
authorized,1,SALES-POS,f75d1ba6-c916-4906-92f6-d8beb6e19339,2628.93,2018-08-29,M,22,Burnley,VIC,2018-08-29 10:05:38+00:00,107.09,CUS-1617121891,debit,255.00,-573.00,145.02,-37.83
authorized,1,POS,36849d50-8b9e-4074-b907-e4ab21901ee2,3961.93,2018-08-29,F,20,Merrylands,NSW,2018-08-29 10:19:43+00:00,12.39,CUS-164374203,debit,150.68,-33.79,151,-33.84
authorized,1,POS,2fa2d309-7f93-4e78-9888-e209790efed2,2980.49,2018-08-29,M,23,Roseworthy,SA,2018-08-29 10:33:48+00:00,19.8,CUS-511326734,debit,150.90,-34.37,138.75,-34.54
authorized,1,POS,82569bc7-3865-4737-b898-0e34e5544027,1260.3,2018-08-29,F,26,Burleigh Waters,QLD,2018-08-29 10:47:53+00:00,7.76,CUS-2487424745,debit,153.41,-27.95,153.42,-28.1
posted,0,PAY/SALARY,,13030.74,2018-08-29,M,23,,,2018-08-29 11:00:00+00:00,3903.95,CUS-1462656821,credit,151.27,-33.76,,
authorized,0,POS,be1e4323-5323-418f-ab84-8dc7dcecb6a6,4501.87,2018-08-29,M,20,Chipping Norton,NSW,2018-08-29 11:01:08+00:00,13.11,CUS-2688605418,debit,151.22,-33.87,150.95,-33.93
authorized,1,SALES-POS,7640c58c-f7d8-4cb5-971f-7754e72a8070,107258.77,2018-08-29,M,42,Barcaldine,QLD,2018-08-29 11:09:16+00:00,88.75,CUS-2819545904,debit,148.16,-23.52,145.28,-23.55
authorized,1,SALES-POS,b0f26c5a-1cb9-49d7-b2e7-566f0438e8cf,2254.91,2018-08-29,M,24,Brighton,VIC,2018-08-29 11:17:23+00:00,12.82,CUS-1433879684,debit,145.00,-37.83,144.99,-37.92
authorized,0,POS,5cd13a16-b6cc-46d3-b5c4-18e4f10114ac,4800.04,2018-08-29,F,34,Busselton,WA,2018-08-29 11:25:31+00:00,63.07,CUS-1147642491,debit,151.04,-33.77,115.35,-33.67
authorized,0,SALES-POS,d4819848-a051-4abd-84d3-52fe3e636292,2833.85,2018-08-29,F,27,City Beach,WA,2018-08-29 11:33:39+00:00,19.0,CUS-3026014945,debit,116.06,-32.00,115.77,-31.93
authorized,1,POS,eeb9bc98-a2b3-432d-9c90-9745f21912bc,5880.15,2018-08-29,M,44,Hamilton,VIC,2018-08-29 11:41:47+00:00,26.13,CUS-1892177589,debit,144.79,-37.73,142.02,-37.74
authorized,1,POS,2a01a45e-ff49-483a-9306-a26564c7d1fc,2210.38,2018-08-29,M,24,Melbourne,VIC,2018-08-29 11:49:55+00:00,44.53,CUS-1433879684,debit,145.00,-37.83,144.97,-37.81
authorized,0,SALES-POS,47914b27-cb1b-40b2-87c0-14a614c023cb,3379.53,2018-08-29,F,30,Wantirna South,VIC,2018-08-29 11:58:02+00:00,33.2,CUS-1271030853,debit,145.04,-37.85,145.24,-37.87
posted,0,PAY/SALARY,,7208.0,2018-08-29,F,23,,,2018-08-29 12:00:00+00:00,1626.48,CUS-2500783281,credit,145.01,-37.93,,
posted,0,PAYMENT,,5119.38,2018-08-29,F,26,,,2018-08-29 12:00:00+00:00,46.0,CUS-2630892467,debit,149.03,-34.97,,
posted,0,INTER BANK,,2776.85,2018-08-29,F,27,,,2018-08-29 12:00:00+00:00,57.0,CUS-3026014945,debit,116.06,-32.00,,
posted,0,PAY/SALARY,,6224.19,2018-08-29,M,22,,,2018-08-29 12:00:00+00:00,983.36,CUS-326006476,credit,151.18,-33.80,,
authorized,1,SALES-POS,99529eec-3416-4ee1-9e02-d6c118401b0d,6621.37,2018-08-29,M,26,Hawthorn East,VIC,2018-08-29 12:14:04+00:00,29.94,CUS-880898248,debit,144.89,-37.69,145.05,-37.85
authorized,0,POS,41a54bc6-ca5b-452a-abf3-970ec2abf10a,2974.84,2018-08-29,M,23,Glendenning,NSW,2018-08-29 12:32:35+00:00,5.65,CUS-511326734,debit,150.90,-34.37,150.85,-33.75
authorized,0,SALES-POS,a1393fa3-196b-4b47-bc66-91e287c25733,6605.73,2018-08-29,M,26,North Sydney,NSW,2018-08-29 12:51:06+00:00,15.64,CUS-880898248,debit,144.89,-37.69,151.21,-33.84
posted,0,PAY/SALARY,,3618.46,2018-08-29,M,24,,,2018-08-29 13:00:00+00:00,1408.08,CUS-1433879684,credit,145.00,-37.83,,
posted,0,INTER BANK,,359.73,2018-08-29,M,25,,,2018-08-29 13:00:00+00:00,26.0,CUS-2178051368,debit,145.73,-17.03,,
posted,0,PAY/SALARY,,3140.02,2018-08-29,F,43,,,2018-08-29 13:00:00+00:00,1068.04,CUS-4123612273,credit,144.95,-37.76,,
authorized,1,POS,3204a3c7-f065-4621-93c4-c332d9563c80,5858.86,2018-08-29,M,44,Rowville,VIC,2018-08-29 13:10:11+00:00,21.29,CUS-1892177589,debit,144.79,-37.73,145.23,-37.93
authorized,1,POS,b059aa9e-10ab-46ce-9c18-5769a9020d0b,9249.01,2018-08-29,M,35,Narrogin,WA,2018-08-29 13:29:48+00:00,19.72,CUS-1896554896,debit,151.68,-32.98,117.18,-32.94
authorized,1,POS,786bc81f-6dbf-4f71-9d70-8278c5db4028,2766.16,2018-08-29,F,27,Fremantle,WA,2018-08-29 13:49:24+00:00,10.69,CUS-3026014945,debit,116.06,-32.00,115.75,-32.05
posted,0,PAY/SALARY,,2273.97,2018-08-29,F,26,,,2018-08-29 14:00:00+00:00,1013.67,CUS-2487424745,credit,153.41,-27.95,,
posted,0,PAYMENT,,7651.46,2018-08-29,M,29,,,2018-08-29 14:00:00+00:00,56.0,CUS-261674136,debit,121.48,-30.75,,
authorized,1,SALES-POS,f39c3860-b72a-403e-a325-b0773954e1a4,2423.22,2018-08-29,F,24,Saint Kilda East,VIC,2018-08-29 14:03:53+00:00,17.86,CUS-3378712515,debit,145.45,-37.74,145,-37.87
authorized,1,SALES-POS,c1607430-2a27-4b6c-a0d1-cbb698023abf,4260.28,2018-08-29,M,27,Heathcote,VIC,2018-08-29 14:12:22+00:00,40.44,CUS-3180318393,debit,144.71,-37.58,144.71,-36.92
authorized,1,POS,c60b616f-96d9-4a9e-a7e7-b38b2f83b266,2867.09,2018-08-29,F,41,Seddon,VIC,2018-08-29 14:20:50+00:00,49.41,CUS-2348881191,debit,144.93,-37.79,144.89,-37.81
authorized,1,POS,6ad817d9-62c1-4ae0-b58e-250def5ff24f,2315.97,2018-08-29,M,37,Kenmore,QLD,2018-08-29 14:29:19+00:00,18.27,CUS-2695611575,debit,153.32,-27.93,152.95,-27.51
authorized,1,POS,2f3bc0c3-93fd-41a4-a1cc-5ad551adbecc,2337.44,2018-08-29,F,24,Sydney,NSW,2018-08-29 14:37:47+00:00,85.78,CUS-3378712515,debit,145.45,-37.74,151.2,-33.87
authorized,1,POS,79b9f09f-73fd-4bae-a1b9-0f8e13358b4c,2267.3,2018-08-29,M,38,Pyrmont,NSW,2018-08-29 14:46:16+00:00,12.33,CUS-2142601169,debit,151.23,-33.94,151.2,-33.87
authorized,1,POS,f5fa6091-a464-4f01-b563-4a3cba0ae50c,3191.24,2018-08-29,F,18,Katanning,WA,2018-08-29 14:54:44+00:00,28.15,CUS-586638664,debit,150.79,-33.64,117.56,-33.69
posted,0,PAYMENT,,2436.78,2018-08-29,F,18,,,2018-08-29 15:00:00+00:00,36.0,CUS-1842679196,debit,138.61,-34.89,,
posted,0,PAYMENT,,34677.29,2018-08-29,M,38,,,2018-08-29 15:00:00+00:00,35.0,CUS-3249305314,debit,151.27,-33.90,,
authorized,0,SALES-POS,b9970d9c-2621-4b85-b4eb-026aa612e696,2268.89,2018-08-29,M,37,Taringa,QLD,2018-08-29 15:02:15+00:00,47.08,CUS-2695611575,debit,153.32,-27.93,152.98,-27.49
authorized,0,SALES-POS,b65fbdcb-47f5-421b-9b42-c0057f43ab8a,3544.05,2018-08-29,F,21,Melbourne,VIC,2018-08-29 15:08:12+00:00,10.47,CUS-325142416,debit,130.84,-12.45,144.96,-37.82
authorized,0,SALES-POS,0ee8697e-18ad-41b7-a285-4973c6634982,2250.25,2018-08-29,M,38,Cambridge Park,NSW,2018-08-29 15:14:09+00:00,17.05,CUS-2142601169,debit,151.23,-33.94,150.72,-33.75
authorized,1,POS,6ef13e0c-7568-47c7-9dfe-80952f858fa8,2332.0,2018-08-29,F,24,Canterbury,VIC,2018-08-29 15:20:07+00:00,5.44,CUS-3378712515,debit,145.45,-37.74,145.08,-37.83
authorized,1,SALES-POS,b5386da3-dd49-489a-a0a5-799de5429ec7,3955.17,2018-08-29,F,47,Warwick,WA,2018-08-29 15:26:04+00:00,37.59,CUS-3716701010,debit,115.72,-32.28,115.81,-31.84
authorized,1,SALES-POS,fc660c03-775e-4f8b-8b53-9c00a9cc908a,2262.04,2018-08-29,F,26,Biggera Waters,QLD,2018-08-29 15:32:01+00:00,11.93,CUS-2487424745,debit,153.41,-27.95,153.39,-27.93
authorized,1,POS,3ce2653e-5bde-4459-9aef-af93e8ebaf1c,2242.15,2018-08-29,M,38,North Sydney,NSW,2018-08-29 15:37:58+00:00,8.1,CUS-2142601169,debit,151.23,-33.94,151.21,-33.84
authorized,1,POS,1c629f4a-ab4c-432f-9fda-f6b9acb44c88,2307.21,2018-08-29,F,24,Melbourne,VIC,2018-08-29 15:43:55+00:00,24.79,CUS-3378712515,debit,145.45,-37.74,144.97,-37.81
